startKey.keys,startKey.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,stimulus,condition,response,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.688,0,0,0,7,1,9,>>>>>,congruent,right,,001,2022-07-14_14h24.52.959,flanker-basic,2021.2.3,MacIntel,62.5
